Date,Customer_ID,Customer_first_name,Customer_last_name,email,phone_number,Order_ID,Product_ID,Product_Category,Quantity_Sold,Price_per_Unit,Discount,City
2024-08-02,1261,Gavin,Collins,millerjorge@example.net,8561047977,477,402,Groceries,9,767.78,25.2,New York
2023-10-19,1189,Gwendolyn,Mathis,sethturner@example.com,0832873224,478,345,Beauty,7,1333.53,62.53,Philadelphia
2024-02-26,1653,Nancy,Jones,margaret96@example.org,2527215910,479,249,Beauty,8,677.26,26.81,San Diego
2024-02-09,1485,Philip,Brown,babbott@example.org,7105225981,480,106,Clothing,1,280.6,74.33,Los Angeles
2024-08-20,1610,Bryan,Duran,catherinebruce@example.org,0687740640,481,449,Electronics,6,496.59,2.46,Los Angeles
2024-09-01,1529,Nicholas,Frey,stephen50@example.com,8638920781,482,483,Groceries,7,624.52,84.85,Philadelphia
2023-12-19,1404,Thomas,Gibson,ohernandez@example.org,1339551790,483,379,Books,2,1190.87,6.03,San Diego
2024-01-17,1487,Kevin,Hernandez,jason14@example.org,8512477256,484,197,Books,9,691.66,16.61,San Antonio
2023-11-26,1288,Thomas,Crawford,owilkinson@example.net,5080922038,485,327,Toys,6,871.2,53.15,San Antonio
2024-02-11,1603,Cassandra,Beck,hjones@example.com,1689445231,486,439,Groceries,5,63.84,45.89,San Diego
2024-08-29,1605,Michelle,Kennedy,henry76@example.net,5232746174,487,348,Electronics,6,256.57,9.89,Los Angeles
2024-03-29,1650,Shannon,Alvarado,kariconway@example.net,4604867917,488,102,Sports,1,1408.98,59.91,Houston
2024-06-03,1901,Elizabeth,Robinson,amyers@example.net,7833035789,489,457,Toys,3,1168.1,43.05,Phoenix
2023-11-12,1900,Connie,Patton,walkeramanda@example.net,3778126116,490,281,Groceries,8,1161.59,76.86,San Antonio
2024-02-28,1981,Susan,Byrd,johnlambert@example.com,0109568307,491,342,Toys,6,1407.99,43.29,Dallas
2024-04-12,1336,Craig,Morales,friedmantravis@example.net,3922029218,492,228,Toys,8,1151.99,83.29,Los Angeles
2024-08-15,1778,Vernon,Smith,kenneth35@example.com,4916287128,493,274,Electronics,5,1431.29,76.18,New York
2024-03-05,1555,James,Reilly,adammacdonald@example.com,0147219233,494,248,Furniture,3,375.82,37.54,Houston
2024-02-29,1359,Brian,Barnett,frostjennifer@example.com,0795856162,495,246,Sports,9,336.99,30.41,San Jose
2024-03-22,1580,Laura,Morton,turnerjoseph@example.org,3976658330,496,387,Books,9,76.24,52.84,Chicago
2023-11-26,1025,Andrea,Howell,nicole49@example.com,3322781852,497,427,Clothing,4,310.92,6.22,San Antonio
2024-01-17,1482,Holly,Nguyen,bowens@example.org,7160527059,498,102,Electronics,2,654.27,38.89,Philadelphia
2024-01-08,1665,Andrea,Morris,daniellehill@example.org,5175936219,499,440,Books,9,441.44,5.49,Houston
2024-06-27,1227,Melissa,James,michelle48@example.org,3927053116,500,431,Electronics,4,407.82,5.03,San Diego
2024-05-30,1434,Rodney,Stevens,chloewheeler@example.net,2285539481,501,271,Toys,9,618.66,20.93,Chicago
2023-12-29,1818,Elizabeth,Thompson,tinatrevino@example.com,9051208072,502,363,Books,5,455.32,73.53,Dallas
2023-12-08,1697,Vincent,Watkins,djones@example.org,2992846151,503,427,Groceries,1,17.07,33.21,Phoenix
2024-09-19,1266,Lisa,Hill,kimberly19@example.com,0603395268,504,127,Clothing,9,731.53,52.9,San Diego
2024-07-16,1959,Amanda,Thomas,joshua14@example.org,0945034532,505,326,Beauty,5,338.23,48.46,San Antonio
2023-11-16,1956,Christina,Pena,bwilson@example.net,4199857311,506,188,Furniture,6,145.42,15.74,Dallas
2024-01-12,1482,Dylan,Harper,stephanie50@example.net,8580667711,507,377,Electronics,4,424.55,79.14,Chicago
2024-04-03,1321,Maria,Todd,troberts@example.com,9588494617,508,207,Electronics,7,1250.45,18.67,Chicago
2024-04-18,1306,Ann,Martin,nreyes@example.org,0132709465,509,335,Toys,9,262.94,85.7,San Jose
2024-06-18,1067,Amanda,Gordon,james63@example.net,4048364736,510,350,Furniture,1,1356.66,11.01,Houston
2024-07-23,1939,Henry,Deleon,brian22@example.net,8169239055,511,115,Beauty,4,1210.34,89.12,Phoenix
2024-03-22,1925,Amanda,Phillips,colemanjay@example.com,2110080827,512,271,Books,5,1067.06,49.41,San Diego
2024-01-18,1118,David,Blackburn,crystalreeves@example.org,3800529664,513,297,Books,9,724.87,76.03,Los Angeles
2024-08-27,1253,Richard,Harper,ingrammegan@example.net,4951040096,514,207,Books,8,1244.54,19.44,Phoenix
2024-07-26,1968,Cindy,Ayala,zmartinez@example.org,9381358452,515,460,Books,2,1017.81,65.2,Dallas
2024-05-08,1923,Patrick,Johnson,morrisonrichard@example.org,5453466546,516,432,Beauty,1,1362.91,14.92,Dallas
2023-12-03,1705,Jessica,Suarez,gordonjulia@example.org,8186240471,517,453,Clothing,6,1316.81,18.95,Philadelphia
2024-09-03,1547,Jonathan,Fowler,watkinskathy@example.org,0179260656,518,246,Clothing,9,1491.85,67.14,Phoenix
2023-10-31,1788,Gina,Dickerson,hharmon@example.net,1328393955,519,251,Electronics,6,967.09,27.94,Los Angeles
2023-12-05,1169,Richard,Ward,ryanfoster@example.org,8917615618,520,291,Clothing,3,783.58,2.6,Chicago
2024-05-22,1530,Zachary,Bailey,katherine39@example.net,9215636424,521,334,Books,4,1101.65,42.07,San Diego
2024-01-30,1279,Tyler,Moore,christopher34@example.com,3583543734,522,276,Groceries,2,650.69,89.63,Dallas
2024-07-08,1673,Christopher,Watson,owright@example.com,8490859102,523,491,Beauty,1,623.96,2.91,San Antonio
2024-03-13,1175,Emily,Smith,michael71@example.org,5870791578,524,341,Electronics,1,207.04,41.5,San Antonio
2023-11-27,1495,Matthew,Mcdaniel,hebertvalerie@example.com,6705155782,525,231,Toys,4,338.87,86.92,Phoenix
2023-12-11,1599,Michael,Riddle,stephanie38@example.org,2879236190,526,370,Toys,8,1449.85,38.11,San Diego
2024-05-19,1302,Jim,Berry,ostevens@example.net,9658541152,527,499,Beauty,2,282.17,31.66,Chicago
2024-08-05,1728,Emily,Mullins,michael95@example.org,9670082278,528,457,Furniture,9,1068.31,88.76,San Diego
2023-12-23,1139,Julie,Snyder,ahill@example.com,9360927311,529,413,Clothing,1,910.3,11.32,Philadelphia
2024-03-13,1081,Christopher,Estrada,mmorse@example.net,6304533964,530,267,Electronics,8,1138.15,71.19,Phoenix
2024-09-25,1254,Brooke,Reid,bthompson@example.com,2284229661,531,466,Beauty,5,886.05,56.84,San Diego
2024-09-01,1798,Sara,Walker,christianboone@example.net,4321636846,532,289,Clothing,2,1097.15,89.14,Phoenix
2024-04-12,1287,Nicole,Kent,qhoover@example.org,7231989230,533,394,Clothing,7,282.45,50.35,New York
2024-05-28,1134,Brandon,Jackson,lisa10@example.net,5617358138,534,455,Beauty,1,669.42,63.03,Dallas
2023-10-11,1164,Cynthia,Burgess,dennistaylor@example.com,7044625719,535,421,Groceries,2,355.94,79.81,Los Angeles
2024-06-21,1018,Joshua,Watson,andersenbrian@example.org,3799404625,536,359,Furniture,5,1122.79,69.78,Dallas
2024-07-17,1588,Keith,Barker,steven26@example.com,8515119349,537,260,Electronics,9,1384.73,30.92,Dallas
2023-12-15,1543,Paul,Foster,seanmoore@example.net,7643914085,538,141,Electronics,8,1282.59,82.59,Los Angeles
2023-10-13,1729,Erika,Ray,huertaemily@example.net,0758035916,539,464,Furniture,8,774.65,27.63,Philadelphia
2024-03-02,1874,Sarah,Hahn,frank26@example.com,3200886838,540,380,Clothing,2,149.96,82.98,Dallas
2024-05-25,1809,Katherine,Lopez,groth@example.org,5424542264,541,170,Books,8,963.65,69.65,Philadelphia
2024-07-04,1817,Russell,Freeman,david17@example.net,2375782258,542,357,Furniture,2,308.64,18.1,Phoenix
2024-07-16,1152,Susan,Coleman,dicksonmichael@example.com,4334427427,543,385,Sports,8,341.43,66.73,Philadelphia
2024-04-16,1753,Stacey,Heath,jasonthompson@example.com,5911618051,544,253,Books,8,144.03,16.0,Los Angeles
2024-05-21,1606,Phillip,Thompson,brianjohnson@example.net,4155015981,545,421,Clothing,4,618.2,87.08,Phoenix
2024-01-06,1580,Christina,Bishop,jeffrey69@example.com,4617840994,546,287,Sports,9,797.61,20.2,Dallas
2024-09-05,1215,Colin,Rodriguez,jennifer42@example.net,8482335711,547,260,Groceries,9,646.28,81.99,San Diego
2024-03-29,1033,Jaime,Vargas,davidvictoria@example.net,7319899383,548,123,Clothing,2,146.07,62.6,Chicago
2024-08-31,1406,Jennifer,Haley,alanbender@example.org,9432823212,549,167,Groceries,2,888.88,63.34,Houston
2023-11-23,1841,Roy,Matthews,xle@example.com,9780532248,550,377,Beauty,3,628.23,19.34,Phoenix
2024-01-25,1204,Sarah,Taylor,dawsonmichael@example.org,4559612095,551,256,Electronics,2,1456.92,57.48,San Jose
2024-03-06,1052,John,Decker,deborahsanchez@example.net,2999609228,552,301,Beauty,9,563.61,17.11,Los Angeles
2023-11-12,1152,Sherri,Thomas,icameron@example.com,7719538198,553,485,Beauty,4,472.55,26.79,Philadelphia
2024-05-19,1191,Steven,Cooper,hmitchell@example.com,4440635823,554,426,Groceries,6,476.81,68.66,Houston
2024-01-17,1878,Mary,Nielsen,nicole99@example.org,3876165891,555,163,Clothing,9,1090.56,27.19,San Jose
2023-10-24,1713,Samuel,Mclean,robinsonjasmine@example.com,2077373299,556,409,Toys,3,1284.07,48.11,Los Angeles
2023-09-29,1988,Elizabeth,Mcmahon,jonathan45@example.com,7733231230,557,387,Books,4,591.86,67.77,Philadelphia
2024-06-17,1627,Caitlin,Cook,anthonygardner@example.net,5563487528,558,245,Toys,5,736.44,61.37,Philadelphia
2024-01-08,1630,Elizabeth,Robinson,brianna57@example.com,0331397449,559,483,Sports,8,311.82,63.55,San Antonio
2024-04-21,1982,Anthony,Burton,barry67@example.org,4595727915,560,367,Sports,6,786.47,54.95,New York
2023-10-15,1431,Mandy,Gould,ujackson@example.com,6933105811,561,196,Sports,9,1231.55,21.79,Los Angeles
2024-06-12,1429,Jimmy,Abbott,eric59@example.com,2113511734,562,319,Beauty,8,62.4,2.6,San Jose
2023-12-06,1802,Crystal,Tapia,silvacharles@example.com,9256733715,563,335,Electronics,3,398.11,41.08,New York
2024-02-27,1851,Jamie,Cruz,hescobar@example.net,8331769264,564,239,Sports,5,738.92,14.32,San Diego
2023-10-29,1993,Charles,Bennett,heather32@example.net,1070752835,565,237,Toys,9,864.83,69.51,Los Angeles
2024-09-14,1671,David,Lee,webbjustin@example.org,6061562502,566,487,Furniture,1,134.24,27.04,Phoenix
2024-01-26,1995,Melissa,Schwartz,omartin@example.net,1988009203,567,185,Groceries,9,660.74,47.45,San Diego
2024-07-20,1401,Edward,Calhoun,rdeleon@example.org,7115620583,568,118,Books,5,502.56,47.08,Chicago
2024-02-14,1157,Zoe,Cooper,cmitchell@example.org,3489764492,569,493,Sports,6,1151.1,20.32,San Diego
2024-07-31,1756,Drew,Williams,barkerdaniel@example.com,7873008154,570,327,Toys,7,1210.75,85.39,San Diego
2024-09-15,1273,Michael,Ruiz,jennifercarter@example.com,7933633138,571,230,Furniture,5,1494.87,64.46,Houston
2023-10-07,1922,Tammy,Thompson,sjuarez@example.com,3493652309,572,226,Clothing,9,756.04,60.46,San Diego
2024-08-20,1789,Patrick,Hernandez,hughestravis@example.net,8684512354,573,304,Electronics,1,688.73,7.03,New York
2024-01-23,1282,Ashley,Bautista,adrian34@example.org,6834677643,574,454,Books,7,1423.19,75.26,San Diego
2023-12-20,1792,Sarah,Hill,ymills@example.net,8944760780,575,382,Electronics,4,533.76,45.96,Houston
2024-07-26,1342,Robert,Nixon,williamthornton@example.com,7625212674,576,181,Groceries,2,1075.45,32.53,Philadelphia
2024-04-29,1380,Rebecca,Garcia,ebishop@example.net,5202634146,577,432,Groceries,9,255.95,30.47,Phoenix
2024-07-29,1865,Christopher,Carlson,ztaylor@example.org,0801792400,578,342,Furniture,1,1328.74,3.89,Dallas
2024-08-28,1299,Brandi,Lee,duffyrobert@example.com,1013040911,579,268,Sports,2,1119.29,84.8,Los Angeles
2023-12-15,1327,Laura,Vaughn,craigjohnson@example.org,0981765821,580,162,Clothing,7,860.42,62.86,San Antonio
2024-06-06,1137,Joy,Hunter,emma23@example.com,2145313701,581,163,Sports,1,460.51,9.23,Chicago
2024-04-15,1425,Alex,Young,tiffanylewis@example.org,5116046032,582,160,Furniture,9,1137.86,72.3,New York
2024-05-26,1045,Dylan,Thomas,qlee@example.com,0784166730,583,338,Electronics,5,134.11,18.25,San Jose
2024-02-03,1200,Trevor,Boyd,barnesbenjamin@example.net,3834119739,584,494,Toys,6,1024.7,69.96,Philadelphia
2024-06-22,1576,Michelle,Perez,lgallagher@example.org,1167370296,585,274,Electronics,9,1326.46,61.9,Phoenix
2023-11-08,1982,Samantha,Gray,micheleanderson@example.org,0655434856,586,295,Groceries,6,1492.51,72.37,San Antonio
2024-07-12,1517,Nathan,Griffith,jonesregina@example.com,3272974879,587,313,Toys,4,1140.12,62.98,San Jose
2024-02-04,1013,Crystal,Ramirez,riverarebecca@example.com,4687539179,588,203,Toys,9,829.0,83.01,Philadelphia
2023-11-27,1918,Michael,White,jamessavage@example.net,0701996584,589,128,Toys,6,121.91,52.37,Dallas
2024-04-18,1762,Earl,Jackson,valentinecaroline@example.org,8592885073,590,176,Furniture,1,398.97,15.8,Dallas
2024-01-09,1306,Jose,Scott,alex97@example.com,8353658745,591,351,Beauty,2,579.74,47.35,San Jose
2024-05-17,1051,Bianca,Brown,chelsea30@example.com,7152334321,592,356,Books,8,1035.03,61.38,San Antonio
2024-04-18,1661,Lisa,Davis,donald35@example.org,8183684203,593,145,Sports,7,562.49,32.6,Los Angeles
2024-02-04,1929,Katherine,Johnson,kristopher00@example.com,3932329798,594,160,Beauty,3,1318.73,68.82,Dallas
2024-03-31,1538,Ashlee,Trujillo,marksavage@example.net,5381233414,595,101,Beauty,5,1141.44,56.62,San Antonio
2023-10-15,1223,Melissa,Burgess,harmstrong@example.org,5071223666,596,113,Books,9,1461.14,0.16,Chicago
2024-09-26,1894,Sarah,Richardson,colemallory@example.org,3130655606,597,435,Toys,2,1052.83,11.85,Los Angeles
2024-05-15,1176,Amy,Valentine,brittanymartin@example.org,2866768847,598,439,Sports,6,1048.91,50.91,Philadelphia
2024-04-13,1947,Regina,Roberts,katelynjohnson@example.com,6597453508,599,303,Sports,1,1356.49,8.79,San Jose
2024-01-05,1317,Stephanie,Jensen,bwoodward@example.org,9666412748,600,267,Books,7,416.32,77.01,New York
2024-08-06,1459,Amanda,Scott,bernardcross@example.org,4537398460,601,433,Groceries,3,1494.18,73.54,San Antonio
2024-05-16,1391,Kathy,Campbell,vincentgregory@example.net,1170264239,602,420,Toys,1,1202.25,51.51,Los Angeles
2024-02-13,1624,Jonathan,Woods,jessicakoch@example.com,5364539518,603,246,Groceries,9,876.66,12.15,San Antonio
2023-12-11,1178,Leonard,Lewis,burchtara@example.net,5822279527,604,312,Clothing,7,188.48,54.78,Philadelphia
2024-07-19,1703,Caleb,Rose,michaeltaylor@example.com,2200707386,605,270,Beauty,9,1188.76,36.32,Los Angeles
2024-03-19,1368,Zachary,Moss,patrickrubio@example.org,8874438532,606,392,Books,8,858.11,70.05,Los Angeles
2024-09-19,1870,Janet,Mason,hguerra@example.net,3871599552,607,202,Books,8,1145.83,17.51,Dallas
2024-07-30,1639,Courtney,Howell,lmartinez@example.com,8585352658,608,438,Beauty,6,666.1,20.9,Los Angeles
2024-09-17,1622,Benjamin,Montgomery,stevencarr@example.com,9044998240,609,242,Sports,8,1277.73,68.65,Dallas
2024-01-30,1685,Jonathan,Nielsen,frankgreen@example.org,4742011377,610,396,Beauty,9,973.55,26.7,Los Angeles
2024-05-28,1359,Tiffany,Lowe,fostersherry@example.org,8551382120,611,229,Books,3,1368.88,42.66,San Jose
2024-07-19,1296,Vanessa,Blankenship,tmcgee@example.org,9689754564,612,165,Clothing,2,1343.01,10.35,Dallas
2024-09-02,1710,Beverly,Maddox,lhowell@example.org,3049415595,613,245,Books,2,1009.71,13.79,Houston
2024-08-09,1454,Kimberly,Sims,rhill@example.org,3718095603,614,265,Clothing,5,47.34,44.9,Los Angeles
2023-12-30,1127,Holly,Shelton,carmen77@example.net,3871994134,615,360,Furniture,8,94.61,21.71,Phoenix
2024-04-02,1660,Whitney,King,gchristian@example.com,2934684260,616,362,Clothing,3,1072.74,60.95,San Antonio
2023-10-02,1971,Rhonda,Parker,shelleymeyer@example.net,9134382163,617,224,Sports,1,257.91,5.64,San Antonio
2024-03-02,1162,Cynthia,Hines,webbgabriel@example.net,9526804959,618,207,Books,1,1316.68,78.86,San Jose
2024-05-03,1154,Mary,Davis,xbaker@example.net,5818974652,619,166,Groceries,2,857.42,42.14,Dallas
2024-05-02,1816,Michelle,Bailey,rcole@example.net,2004174840,620,166,Books,8,1227.01,44.13,Dallas
2024-01-18,1200,Benjamin,Cruz,xhudson@example.com,7231142863,621,496,Furniture,9,720.26,57.39,Houston
2024-08-03,1214,Craig,Hunt,brittney80@example.org,6655017057,622,466,Books,5,408.21,69.13,San Diego
2024-06-11,1732,Cindy,Salinas,russellsanders@example.org,8735499492,623,333,Furniture,4,469.54,12.93,San Antonio
2024-04-29,1047,Victoria,Vang,tuckerricardo@example.net,1355722376,624,304,Books,9,1462.58,58.54,Chicago
2023-11-14,1957,Jacob,Spence,christopherdavidson@example.net,7779261292,625,470,Sports,4,209.46,26.93,Chicago
2024-09-17,1484,Donald,Orr,andreawilkins@example.com,8479254532,626,141,Toys,9,1030.71,44.53,Phoenix
2023-10-20,1250,Juan,Gray,scottwise@example.net,7950237976,627,361,Clothing,1,874.2,29.07,Philadelphia
2023-11-19,1471,Aaron,Galvan,angelamcneil@example.com,9248005802,628,458,Groceries,2,1235.55,14.01,Philadelphia
2023-10-06,1908,Alexandria,Hart,briancastillo@example.com,3789975339,629,211,Books,7,685.41,61.91,New York
2024-06-24,1780,Laura,Gonzales,hubbardashley@example.org,7482169932,630,244,Groceries,3,1333.2,8.81,New York
2024-03-18,1694,Anthony,Boone,beth29@example.com,8548097041,631,198,Clothing,3,1373.6,49.21,Philadelphia
2024-02-12,1695,Mario,Andrade,nancy20@example.com,6204978302,632,322,Groceries,9,971.24,21.65,New York
2024-06-19,1362,Annette,Gay,johnsonandrea@example.org,0775178154,633,165,Books,9,76.7,26.7,San Diego
2024-03-22,1341,Juan,Rhodes,mccarthysherry@example.com,7442105995,634,228,Beauty,6,487.7,18.19,Houston
2024-01-22,1368,Jose,Mitchell,xfisher@example.com,6792487988,635,277,Furniture,8,972.22,87.61,Houston
2023-11-02,1779,Kristin,Lee,kellermegan@example.net,7751318778,636,213,Books,6,98.14,14.63,San Antonio
2024-08-02,1237,Cesar,Mitchell,kimberlynewton@example.com,4602017989,637,164,Electronics,8,582.09,15.13,Houston
2024-05-04,1427,Joseph,Norris,uflores@example.org,8055984552,638,138,Electronics,5,27.61,82.58,New York
2024-02-22,1939,Michael,Brooks,richard17@example.org,3717648444,639,458,Groceries,2,968.06,87.29,New York
2024-03-27,1132,James,Sanchez,michaelschmidt@example.com,0646378892,640,259,Beauty,7,429.6,11.08,Chicago
2024-02-11,1886,Jason,Diaz,ocox@example.com,7692070133,641,458,Sports,8,276.63,9.04,Los Angeles
2024-07-06,1519,Douglas,Fields,katherine12@example.net,7029739393,642,262,Books,3,87.69,29.19,Phoenix
2024-03-08,1181,Richard,Martinez,boyddavid@example.org,5774554388,643,428,Beauty,6,1149.65,52.59,San Antonio
2024-09-17,1061,Joshua,Booth,timothy71@example.net,5482689651,644,105,Clothing,6,1471.86,23.3,Chicago
2024-01-10,1713,Kathleen,Luna,shirley69@example.org,2156535362,645,390,Furniture,4,886.49,22.48,Chicago
2024-09-02,1607,Kyle,Norton,leejustin@example.com,9615480436,646,401,Clothing,1,394.88,56.98,New York
2024-05-05,1984,Michael,Brown,tanyahenry@example.org,1356933033,647,366,Electronics,9,666.16,70.98,San Antonio
2024-07-11,1678,Raymond,Adkins,mossthomas@example.com,5496174350,648,105,Electronics,2,713.62,71.19,Philadelphia
2024-04-05,1554,Karen,Reed,cmoran@example.org,2000588969,649,101,Electronics,4,886.11,50.1,San Diego
2023-11-03,1031,James,Roy,christopherallen@example.org,0498120521,650,417,Clothing,2,1173.66,35.64,Chicago
2024-05-11,1794,Brandy,Fuller,thomasmary@example.com,4526169893,651,491,Beauty,4,972.53,72.74,Chicago
2024-06-09,1198,Glen,Evans,dalvarez@example.net,1736278829,652,146,Furniture,1,339.02,71.18,Phoenix
2023-11-14,1642,Margaret,Avery,tiffany93@example.com,0745435889,653,368,Sports,3,1058.84,72.71,Houston
2024-09-13,1785,Joseph,Vazquez,powellrobert@example.com,2325013652,654,304,Furniture,8,122.73,71.92,Houston
2024-06-04,1096,Matthew,Harding,qperez@example.net,9811136674,655,295,Electronics,3,142.56,8.48,Chicago
2023-11-07,1296,Vincent,Rice,newmansarah@example.com,6663900721,656,311,Furniture,2,501.52,76.88,Los Angeles
2024-05-30,1986,Teresa,Caldwell,victoria39@example.com,1046536853,657,457,Sports,7,161.11,73.21,San Diego
2024-03-20,1060,Alexander,Jones,evanhurst@example.org,7678456109,658,128,Toys,8,1054.55,65.82,Philadelphia
2023-12-15,1576,Michael,Webb,jennifer31@example.com,3462997455,659,134,Toys,8,1363.55,37.59,Houston
2023-11-27,1039,Heather,Franklin,elaineortiz@example.org,9129398641,660,368,Toys,4,1493.54,39.31,Houston
2024-02-15,1724,Rebecca,Williams,jonathonbrock@example.org,1975613583,661,303,Groceries,4,858.44,74.53,New York
2023-11-24,1271,Gina,Russell,asmith@example.net,5070859334,662,468,Beauty,5,965.11,64.37,Phoenix
2024-09-11,1725,Robert,Watkins,jgregory@example.com,6588999150,663,285,Books,4,774.05,68.28,San Diego
2024-05-13,1252,Jonathan,Flores,kelseymyers@example.org,9150555113,664,389,Electronics,2,416.5,19.48,San Diego
2023-12-05,1125,Mark,James,felicia26@example.net,5791777010,665,424,Books,3,1455.13,21.73,Houston
2024-03-25,1921,Andrew,Neal,robert04@example.net,1400498369,666,236,Groceries,8,1037.45,58.21,Houston
2024-01-14,1963,Kathy,Parker,dianebrown@example.org,2741729633,667,465,Sports,7,416.21,2.29,New York
2024-02-15,1296,Betty,Woods,pnixon@example.org,5557929934,668,168,Electronics,8,944.0,28.31,San Antonio
2024-01-26,1698,Jose,Brown,wilsontamara@example.com,1097605394,669,173,Electronics,6,777.4,82.65,Dallas
2024-07-21,1229,William,Parks,iduran@example.net,2222336329,670,225,Books,4,1351.05,65.27,Dallas
2024-07-18,1576,John,Patrick,parkergina@example.com,9658100881,671,174,Electronics,1,1447.0,62.58,San Diego
2024-06-05,1222,Aaron,Cole,melissa72@example.net,1158391197,672,281,Sports,6,865.24,43.3,San Antonio
2024-09-01,1375,Samantha,Morris,johnjohnson@example.org,6461384922,673,237,Beauty,2,1179.74,63.66,Dallas
2024-08-03,1742,Rhonda,Dalton,whitemeghan@example.net,7452809510,674,133,Toys,2,280.31,23.81,Philadelphia
2023-12-12,1434,Alan,Mendez,pgaines@example.org,3027148268,675,401,Toys,4,1352.24,35.56,San Diego
2023-11-23,1107,Victor,Contreras,michael29@example.net,2140307854,676,395,Books,9,470.11,16.47,Dallas
2024-03-09,1766,Catherine,Morales,icastillo@example.com,6633553602,677,128,Clothing,1,1228.67,4.64,New York
2024-02-17,1511,Jessica,Freeman,fitzgeraldkathleen@example.net,3221864476,678,179,Sports,3,1292.87,75.77,San Diego
2024-09-26,1685,Steve,Bryant,ortizcheryl@example.net,4750906699,679,154,Toys,3,442.26,28.14,San Antonio
2023-10-23,1879,Stephanie,Smith,dwaynerodriguez@example.com,4832495906,680,242,Toys,3,164.62,79.82,Phoenix
2024-07-26,1632,Sally,Shelton,michelle90@example.net,5347276224,681,489,Toys,8,508.15,11.16,Chicago
2024-02-02,1335,James,Bennett,simmonshenry@example.com,4074409792,682,476,Toys,6,28.22,84.65,New York
2024-02-29,1437,Walter,Gardner,samantha70@example.net,8733765824,683,295,Groceries,8,1292.3,87.3,New York
2024-03-24,1446,Beverly,Baker,michaelobrien@example.org,6938543611,684,383,Beauty,9,597.4,27.42,New York
2024-04-01,1004,Brett,Garcia,melodywilkins@example.net,7099641097,685,130,Books,9,188.23,48.14,San Jose
2024-02-28,1111,Kelly,Robinson,yhuang@example.org,9733738335,686,104,Toys,7,952.66,2.39,San Antonio
2024-04-04,1525,Sarah,Fernandez,kyle19@example.net,4125291701,687,120,Beauty,1,90.52,84.62,Philadelphia
2024-09-20,1241,Raymond,Jenkins,njackson@example.org,2222172809,688,235,Books,5,1424.73,3.09,San Diego
2024-03-17,1093,Eileen,Joseph,marksjennifer@example.net,4080494893,689,188,Books,4,1292.64,20.24,New York
2024-03-15,1512,Kevin,Bender,bsmith@example.net,3242727387,690,489,Clothing,8,1262.48,72.56,New York
2024-03-25,1159,Theresa,Cox,lhenry@example.net,2456239528,691,481,Toys,2,514.13,59.16,San Diego
2023-12-25,1106,Melanie,Carter,rhouston@example.org,1486690919,692,259,Beauty,9,281.2,46.56,Chicago
2024-04-12,1142,Jessica,Cervantes,meaganburns@example.net,3100754358,693,315,Sports,4,1309.21,27.88,San Jose
2024-09-05,1608,Anthony,Kennedy,kflores@example.org,5556384690,694,309,Electronics,8,78.75,11.08,San Diego
2023-12-26,1000,Patrick,Mcdonald,james71@example.org,1870134683,695,438,Clothing,5,360.65,23.67,Los Angeles
2024-01-04,1282,Dominic,Miller,obullock@example.com,0012202529,696,462,Toys,7,665.13,8.08,Phoenix
2024-03-01,1639,Amy,Long,schmidtthomas@example.net,5821835067,697,449,Sports,5,637.54,25.47,Chicago
2024-04-17,1497,Todd,Rivera,angelalynn@example.org,8001776341,698,192,Electronics,9,36.39,50.17,Houston
2024-07-24,1320,Anne,Santiago,victoria08@example.org,0492615508,699,427,Sports,6,557.81,75.98,New York
2024-09-05,1102,Emily,Wilson,jason31@example.com,0893850926,700,398,Beauty,5,578.23,82.07,Phoenix
2024-04-25,1252,Amy,Shepard,theresa21@example.org,3925952460,701,386,Groceries,3,1029.96,66.11,San Jose
2024-09-09,1109,Eddie,Washington,desireefowler@example.org,4643901848,702,131,Sports,8,206.23,63.78,San Jose
2024-05-07,1052,Jennifer,Roth,jennifer82@example.org,6899838850,703,357,Groceries,3,1297.06,82.47,Philadelphia
2024-01-26,1975,Megan,Anderson,popejim@example.org,1727584500,704,395,Books,3,837.81,74.31,Phoenix
2023-12-19,1879,Terri,Austin,lindsaychandler@example.com,3505356501,705,433,Sports,7,940.97,41.5,San Diego
2024-08-15,1024,Leah,Kelly,fharding@example.com,7685446378,706,362,Furniture,5,1228.26,5.73,San Jose
2024-03-03,1310,William,Carter,rebecca07@example.org,3347815354,707,134,Electronics,1,975.08,19.14,Phoenix
2023-11-01,1717,Angela,Martinez,lisa24@example.com,6317024663,708,262,Electronics,2,118.5,85.05,Los Angeles
2024-07-27,1958,Hector,Robles,bullockjerry@example.org,0459370535,709,395,Sports,4,1434.99,40.55,Chicago
2023-10-25,1483,Trevor,Williams,jennifer60@example.net,1761235630,710,253,Clothing,6,960.63,63.97,Philadelphia
2023-12-03,1664,Logan,Martinez,zfletcher@example.com,7967872385,711,323,Beauty,5,12.8,55.42,San Jose
2024-09-21,1817,Nicole,Hart,robertsanthony@example.org,5337041815,712,105,Clothing,5,114.98,16.85,Los Angeles
2023-12-16,1510,Eric,James,nicole10@example.net,0740267629,713,197,Books,4,1082.38,23.21,Phoenix
2023-11-27,1185,Lori,Black,ilee@example.com,1884626665,714,443,Toys,1,571.17,65.5,New York
2024-01-29,1888,Elizabeth,Donovan,olsonchristina@example.com,0756651336,715,257,Beauty,9,798.07,86.87,Chicago
